충전소주소,충전기타입,충전기ID,충전기명칭,충전기 상태 코드,충전방식,충전소ID,충전소 명칭,위도,경도,충전기 상태 갱신 시각
전라남도 진도군 의신면 돈지리 308-1 의신면사무소 주차장 끝,급속,12131,급속02,충전가능,DC콤보,5415,의신면사무소,34.4393225678219,126.283501086908,2024-05-27 16:11:06
전라남도 장성군 북일면 박산리 158 휴게소 주차장,급속,12129,급속01,충전가능,DC콤보,5444,(고속도로)백양사휴게소 천안방향,35.3930105280448,126.807095681266,2024-05-27 16:13:03
전라남도 장성군 북일면 박산리 158 휴게소 주차장,급속,12134,급속03,충전중,DC콤보,5444,(고속도로)백양사휴게소 천안방향,35.3930105280448,126.807095681266,2024-05-27 16:15:24
전라남도 장성군 북일면 박산리 158 휴게소 주차장,급속,12133,급속02,충전중,DC콤보,5444,(고속도로)백양사휴게소 천안방향,35.3930105280448,126.807095681266,2024-05-27 16:15:00
전라남도 장성군 북일면 박산리 158 휴게소 주차장,급속,12135,급속04,충전가능,DC콤보,5444,(고속도로)백양사휴게소 천안방향,35.3930105280448,126.807095681266,2024-05-27 16:10:53
경상북도 영양군 일월면 가곡리 162-1 고추유통공사 주차장,급속,12132,급속01,고장/점검,DC콤보,5441,영양고추유통공사 충전소,36.727300,129.087157,2024-05-27 16:11:28
전라남도 보성군 미력면 화방리 산 196-7 보성녹차휴게소 주차장,급속,12141,급속02,충전중,DC콤보,5463,(고속도로)보성녹차휴게소 영암방향,34.813902,127.127522,2024-05-27 16:15:20
전라남도 보성군 미력면 화방리 산 196-7 보성녹차휴게소 주차장,급속,12143,급속04,충전가능,DC콤보,5463,(고속도로)보성녹차휴게소 영암방향,34.813902,127.127522,2024-05-27 16:11:30
전라남도 보성군 겸백면 수남리 385-3 보성녹차휴게소 주차장,급속,12139,급속04,충전가능,DC콤보,5462,(고속도로)보성녹차휴게소 순천방향,34.8088217299168,127.18243325832,2024-05-27 16:11:02
전라남도 보성군 득량면 예당리 373 예당도서관 건물 앞,급속,12144,급속01,충전가능,DC콤보,5464,예당도서관 전기차 충전소,34.7797799751126,127.196816672208,2024-05-27 16:10:54
전라남도 보성군 보성읍 보성리 31-1 보성농어촌공사 건물 진입로,급속,12146,급속02,충전중,DC콤보,5467,한국농어촌공사 보성지사 전기차 충전소,34.77015772239224,127.09034580691389,2024-05-27 16:15:00
전라남도 보성군 겸백면 수남리 385-3 보성녹차휴게소 주차장,급속,12138,급속03,충전가능,DC콤보,5462,(고속도로)보성녹차휴게소 순천방향,34.8088217299168,127.18243325832,2024-05-27 16:11:04
전라남도 보성군 겸백면 수남리 385-3 보성녹차휴게소 주차장,급속,12137,급속02,충전중,DC콤보,5462,(고속도로)보성녹차휴게소 순천방향,34.8088217299168,127.18243325832,2024-05-27 16:15:01
전라남도 보성군 미력면 화방리 산 196-7 보성녹차휴게소 주차장,급속,12142,급속03,충전가능,DC콤보,5463,(고속도로)보성녹차휴게소 영암방향,34.813902,127.127522,2024-05-27 16:15:47
전라남도 보성군 미력면 화방리 산 196-7 보성녹차휴게소 주차장,급속,12140,급속01,충전가능,DC콤보,5463,(고속도로)보성녹차휴게소 영암방향,34.813902,127.127522,2024-05-27 16:11:05
전라남도 보성군 겸백면 수남리 385-3 보성녹차휴게소 주차장,급속,12136,급속01,충전가능,DC콤보,5462,(고속도로)보성녹차휴게소 순천방향,34.8088217299168,127.18243325832,2024-05-27 16:10:59
전라남도 보성군 보성읍 보성리 31-1 보성농어촌공사 건물 진입로,급속,12145,급속01,충전가능,DC콤보,5467,한국농어촌공사 보성지사 전기차 충전소,34.77015772239224,127.09034580691389,2024-05-27 16:10:57
전라남도 광양시 옥곡면 신금리 1377-8 옥곡면사무소 공용주차장,급속,12156,급속01,충전가능,DC콤보,5449,옥곡면사무소,34.9895884775983,127.698498380617,2024-05-27 16:15:57
전라남도 광양시 옥룡면 운평리 243 옥룡문화센터 주차장,급속,12159,급속01,충전가능,DC콤보,5451,옥룡문화센터,35.017135,127.618337,2024-05-27 16:11:07
전라남도 광양시 마동 654-1 마동생태공원 565번지 공용주차장,급속,12153,급속01,충전가능,DC콤보,5453,마동생태공원,34.9498335815188,127.698705844708,2024-05-27 16:11:00
강원도 정선군 북평면 북평리 221-3 북평면행정복지센터 주차장,급속,12158,급속01,충전가능,DC콤보,5458,북평면행정복지센터,37.44892078171059,128.67000249826978,2024-05-27 16:10:58
전라남도 고흥군 고흥읍 남계리 404-2 주차장,급속,12165,급속01,충전가능,DC콤보,5469,LX국토정보공사 고흥지사,34.61381980457329,127.28932252023698,2024-05-27 16:12:11
전라남도 고흥군 고흥읍 등암리 1201 주차장,급속,12170,급속01,충전가능,DC콤보,5471,한국농어촌공사 고흥지사,34.59397469362428,127.27266283057761,2024-05-27 16:15:46
전라남도 해남군 해남읍 구교리 526-4 재활용 분리수거장 옆 주차장,급속,12150,급속01,충전가능,DC콤보,5472,구교리 소공원 전기차충전소,34.5790709,126.5881325,2024-05-27 16:11:04
전라남도 광양시 진월면 신아리 1192-1 섬진강휴게소 부산방향 주차장 우측,급속,12161,급속01,충전가능,DC콤보,5456,(고속도로)섬진강휴게소 부산방향,34.984712491026,127.770362041432,2024-05-27 16:15:45
제주특별자치도 제주시 구좌읍 한동리 4849-9 주차장,급속,12147,급속01,충전중,DC콤보,5445,테크노파크 용암해수센터,33.54108941694606,126.81615802607166,2024-05-27 16:15:00
제주특별자치도 서귀포시 상효동 2072 주차장,급속,12155,급속01,충전가능,DC콤보,5450,제주국가생약자원관리센터,33.30558315549587,126.57040464233893,2024-05-27 16:11:14
전라남도 고흥군 고흥읍 남계리 1046 주차장,급속,12166,급속01,충전가능,DC콤보,5470,건강보험공단 고흥보성지사,34.606513425864854,127.28073883796966,2024-05-27 16:11:18
전라남도 고흥군 고흥읍 등암리 326-1 주차장,급속,12167,급속01,충전가능,DC콤보,5460,고흥교육지원청,34.596689,127.277924,2024-05-27 16:11:17
전라남도 완도군 금당면 차우리 680 주차장,급속,12168,급속01,충전가능,DC콤보,5461,금당면사무소,34.429745150648564,127.07118653279951,2024-05-27 16:15:40
전라남도 고흥군 봉래면 예내리 480 나로우주센터 우주과학관 주차장,급속,12169,급속01,충전가능,DC콤보,5448,나로우주센터 우주과학관,34.454651,127.517761,2024-05-27 16:11:49
제주특별자치도 서귀포시 상효동 2072 주차장,급속,12157,급속02,충전가능,DC콤보,5450,제주국가생약자원관리센터,33.30558315549587,126.57040464233893,2024-05-27 16:11:07
제주특별자치도 서귀포시 상효동 2072 주차장,급속,12163,급속03,충전가능,DC콤보,5450,제주국가생약자원관리센터,33.30558315549587,126.57040464233893,2024-05-27 16:10:59
제주특별자치도 제주시 애월읍 소길리 산194-5 정문 주차장,급속,12152,급속01,충전가능,DC콤보,5447,제주소년원,33.40838097359482,126.38606618722558,2024-05-27 16:15:40
제주특별자치도 제주시 구좌읍 하도리 3204-1 주차장,급속,12148,급속01,충전가능,DC콤보,5446,제주해녀박물관,33.5232170120664,126.86273889365961,2024-05-27 16:11:09
제주특별자치도 제주시 구좌읍 하도리 3204-1 주차장,급속,12151,급속03,고장/점검,DC콤보,5446,제주해녀박물관,33.5232170120664,126.86273889365961,2024-01-03 17:22:44
제주특별자치도 제주시 구좌읍 하도리 3204-1 주차장,급속,12149,급속02,충전가능,DC콤보,5446,제주해녀박물관,33.5232170120664,126.86273889365961,2024-05-27 16:11:12
제주특별자치도 서귀포시 상효동 2072 주차장,급속,12164,급속04,충전가능,DC콤보,5450,제주국가생약자원관리센터,33.30558315549587,126.57040464233893,2024-05-27 16:11:04
제주특별자치도 제주시 애월읍 소길리 산194-5 정문 주차장,급속,12154,급속02,충전중,DC콤보,5447,제주소년원,33.40838097359482,126.38606618722558,2024-05-27 16:16:19
전라남도 광양시 진상면 섬거리 295-17 진상문화센터 공융주차장,급속,12160,급속01,충전가능,DC콤보,5452,진상문화센터,35.0193464214147,127.720149733381,2024-05-27 16:11:02
전라남도 광양시 진월면 신아리 220-1 섬진강휴게소 주유소 좌측,급속,12162,급속01,충전가능,DC콤보,5455,(고속도로)섬진강휴게소 순천방향,34.9849448164135,127.768634024714,2024-05-27 16:14:51
강원도 정선군 북평면 북평리 691 북평면지역아동센터 옆,급속,12172,급속01,충전중,DC콤보,5474,북평면지역아동센터 옆,37.4485204965052,128.66549056801432,2024-05-27 16:15:00
강원도 정선군 북평면 북평리 223 북평면종합복지회관 주차장,급속,12171,급속01,고장/점검,DC콤보,5473,북평면종합복지회관,37.44945879627468,128.67050036542193,2024-05-14 11:27:08
강원도 정선군 정선읍 덕송리 536-5 태영합자회사 주차장,급속,12173,급속01,통신장애,DC콤보,5475,태영합자회사,37.39998083608074,128.66600490975,2024-05-26 14:26:12
강원도 정선군 정선읍 신월리 981 정선국토관리사무소 정문 오른쪽 주차장,급속,12174,급속01,충전가능,DC콤보,5476,정선국토관리사무소,37.36933864522753,128.6845730088811,2024-05-27 16:11:05
강원도 정선군 정선읍 신월리 289-5 아리아리펜션 주차장,급속,12175,급속01,충전가능,DC콤보,5477,아리아리펜션,37.37177374633045,128.69526395086706,2024-05-27 16:10:53
강원도 정선군 정선읍 신월리 289-5 아리아리펜션 주차장,급속,12176,급속02,충전가능,DC콤보,5477,아리아리펜션,37.37177374633045,128.69526395086706,2024-05-27 16:11:08
전라남도 곡성군 겸면 가정리 산 96-6 주차장,급속,12178,급속02,충전가능,DC콤보,5478,(고속도로)곡성휴게소 순천방향,35.2585824517559,127.150321826896,2024-05-27 16:11:09
"서울특별시 성북구 동소문로 315 (길음동, 현대백화점미아점) 주차장",급속,11297,급속04,충전가능,DC콤보,4808,현대백화점 미아점,37.608453000228046,127.028746600946,2024-05-27 16:16:04
"서울특별시 성북구 동소문로 315 (길음동, 현대백화점미아점) 주차장",급속,11295,급속02,충전가능,DC콤보,4808,현대백화점 미아점,37.608453000228046,127.028746600946,2024-05-27 16:10:56
"서울특별시 성북구 동소문로 315 (길음동, 현대백화점미아점) 주차장",급속,11294,급속01,충전가능,DC콤보,4808,현대백화점 미아점,37.608453000228046,127.028746600946,2024-05-27 16:15:52
"서울특별시 성북구 동소문로 315 (길음동, 현대백화점미아점) 주차장",급속,11296,급속03,충전가능,DC콤보,4808,현대백화점 미아점,37.608453000228046,127.028746600946,2024-05-27 16:16:05
부산광역시 해운대구 우동 1500 오디토리엄 지하주차장,급속,11301,급속03,충전가능,DC콤보,4890,벡스코,35.16835687833592,129.13462711452325,2024-05-27 16:11:27
부산광역시 해운대구 우동 1500 오디토리엄 지하주차장,급속,11299,급속01,충전가능,DC콤보,4890,벡스코,35.16835687833592,129.13462711452325,2024-05-27 16:16:26
서울특별시 강북구 미아동 190-1 지하 1층 주차장,급속,11315,급속05,충전가능,DC콤보,10,강북성북지사(공용),37.630923,127.024819,2024-05-27 16:15:53
서울특별시 강북구 미아동 190-1 지하 1층 주차장,급속,11316,급속06,충전가능,DC콤보,10,강북성북지사(공용),37.630923,127.024819,2024-05-27 16:15:43
충청남도 천안시 동남구 구성동 267-1 지상주차장 입구 우측,급속,11319,급속01,충전가능,DC콤보,4789,천안전력지사,36.791745739694065,127.16664822995088,2024-05-27 16:11:14
광주광역시 동구 학동 8 명학회관 옆 주차타워,급속,11332,급속02,충전가능,DC콤보,4953,전남대병원 주차타워,35.14129622108086,126.9231902230896,2024-05-27 16:15:20
광주광역시 동구 학동 8 명학회관 옆 주차타워,급속,11331,급속01,충전가능,DC콤보,4953,전남대병원 주차타워,35.14129622108086,126.9231902230896,2024-05-27 16:16:15
경기도 여주시 하동 134-6 중앙동 행정복지센터,급속,11335,급속02,충전가능,DC콤보,4955,중앙동 행정복지센터,37.298674832072116,127.62895895059344,2024-05-27 16:16:04
경기도 여주시 하동 134-6 중앙동 행정복지센터,급속,11334,급속01,충전가능,DC콤보,4955,중앙동 행정복지센터,37.298674832072116,127.62895895059344,2024-05-27 16:16:25
경기도 여주시 현암동 227-5 오학동 행정복지센터,급속,11336,급속01,충전가능,DC콤보,4956,오학동 행정복지센터,37.30502079193955,127.63812000849849,2024-05-27 16:16:07
경기도 여주시 능서면 번도리 502-3 능서면 행정복지센터,급속,11338,급속01,충전중,DC차데모+DC콤보+AC3상,4957,능서면 행정복지센터,37.3002119091723,127.573436790862,2024-05-27 16:15:00
충청남도 아산시 영인면 아산리 산 56-1 화장실 우측,급속,11348,급속02,충전가능,DC콤보,4963,영인산 3주차장 충전소,36.841739200683406,126.94887091913934,2024-05-27 16:17:17
충청남도 아산시 좌부동 74-1 초원아파트 건너편 공영주차장,급속,11351,급속01,충전가능,DC콤보,4967,좌부동 공영주차장 충전소,36.75534472021623,127.03274501095072,2024-05-27 16:11:54
충청남도 아산시 음봉면 신휴리 792 제2테크노밸리 3공영주차장 좌측,급속,11349,급속01,충전가능,DC콤보,4964,제2테크노밸리 3공영주차장 충전소,36.89957648742024,127.06485852978541,2024-05-27 16:17:02
충청남도 아산시 음봉면 신휴리 792 제2테크노밸리 3공영주차장 좌측,급속,11350,급속02,충전가능,DC콤보,4964,제2테크노밸리 3공영주차장 충전소,36.89957648742024,127.06485852978541,2024-05-27 16:11:01
충청북도 옥천군 옥천읍 삼양리 174 주차장,급속,11402,급속02,충전가능,DC콤보,4983,옥천군청,36.3062780816318,127.571354360057,2024-05-27 16:11:13
충청북도 옥천군 옥천읍 삼양리 161-108 공영주차장,급속,11404,급속02,충전중,DC콤보,4984,옥천보건소 공영주차장,36.304042663742145,127.5694203903767,2024-05-27 16:11:20
충청북도 옥천군 옥천읍 삼양리 161-108 공영주차장,급속,11403,급속01,충전가능,DC콤보,4984,옥천보건소 공영주차장,36.304042663742145,127.5694203903767,2024-05-27 16:17:40
광주광역시 광산구 신창동 10-93 주차장 내부,급속,11416,급속01,충전가능,DC콤보,5023,블루핸즈 빛고을현대서비스,35.194562622126476,126.85405575532802,2024-05-27 16:16:08
충청북도 옥천군 옥천읍 삼양리 222-178 주차장,급속,11400,급속01,충전가능,DC콤보,4985,옥천지사,36.3042084689033,127.567147650522,2024-05-27 16:16:27
충청북도 옥천군 옥천읍 삼양리 174 주차장,급속,11401,급속01,충전가능,DC콤보,4983,옥천군청,36.3062780816318,127.571354360057,2024-05-27 16:17:36
광주광역시 광산구 우산동 220-14 제2주차장,급속,11407,급속04,충전가능,DC콤보,5024,임팩트명품백화점,35.14346393057853,126.82228137176417,2024-05-27 16:15:57
광주광역시 광산구 우산동 220-14 제2주차장,급속,11411,급속08,충전가능,DC콤보,5024,임팩트명품백화점,35.14346393057853,126.82228137176417,2024-05-27 16:10:59
광주광역시 광산구 신촌동 698-9 제1주차장,급속,11413,급속01,충전가능,DC콤보,5022,광주공항,35.1403536773041,126.81020304822,2024-05-27 16:12:05
충청북도 증평군 증평읍 장동리 84 증평괴산지사 사옥 내 주차장,급속,11406,급속02,충전가능,DC콤보,306,증평괴산지사,36.789292,127.58803,2024-05-27 16:11:20
광주광역시 광산구 우산동 220-14 제2주차장,급속,11405,급속03,충전가능,DC콤보,5024,임팩트명품백화점,35.14346393057853,126.82228137176417,2024-05-27 16:10:59
광주광역시 광산구 우산동 220-14 제2주차장,급속,11408,급속05,충전가능,DC콤보,5024,임팩트명품백화점,35.14346393057853,126.82228137176417,2024-05-27 16:15:59
광주광역시 광산구 우산동 220-14 제2주차장,급속,11409,급속06,충전가능,DC콤보,5024,임팩트명품백화점,35.14346393057853,126.82228137176417,2024-05-27 16:16:00
광주광역시 광산구 우산동 220-14 제2주차장,급속,11410,급속07,충전가능,DC콤보,5024,임팩트명품백화점,35.14346393057853,126.82228137176417,2024-05-27 16:15:58
광주광역시 광산구 우산동 1577-1 빛고을국민체육센터 실내주차창 내,급속,11414,급속01,충전가능,DC콤보,5021,광주광역시광산구시설관리공단,35.163624922746635,126.80461798629093,2024-05-27 16:15:57
충청북도 충주시 성내동 215 주차장,급속,11421,급속01,충전가능,DC콤보,4944,충주문화회관,36.9706602528077,127.937182593636,2024-05-27 16:11:22
충청북도 보은군 탄부면 하장리 347 주차장,급속,11412,급속01,충전가능,DC콤보,4992,탄부면 행정복지센터,36.4305367587558,127.795949645771,2024-05-27 16:16:19
충청북도 진천군 진천읍 장관리 732-59 주차장,급속,11418,급속02,충전가능,DC콤보,4991,하늘빛공원,36.873893881671,127.416021435965,2024-05-27 16:13:39
충청북도 진천군 대소면 태생리 658 주차장,급속,11419,급속01,충전가능,DC콤보,4990,대소면 공영주차장,36.9648069138553,127.493211985639,2024-05-27 16:16:22
충청북도 진천군 대소면 태생리 658 주차장,급속,11420,급속02,충전중,DC콤보,4990,대소면 공영주차장,36.9648069138553,127.493211985639,2024-05-27 16:16:18
충청북도 충주시 성내동 215 주차장,급속,11422,급속02,충전가능,DC콤보,4944,충주문화회관,36.9706602528077,127.937182593636,2024-05-27 16:12:02
충청북도 진천군 진천읍 장관리 732-59 주차장,급속,11417,급속01,충전가능,DC콤보,4991,하늘빛공원,36.873893881671,127.416021435965,2024-05-27 16:16:17
강원도 횡성군 횡성읍 교항리 31-1 주차장,완속,11486,완속01,고장/점검,B타입(5핀),4958,SG마트 충전소,37.4844334572047,127.98229008302,2024-03-19 13:15:55
경상북도 구미시 선산읍 동부리 544-1 치매안심센터 좌측 1면,급속,11621,급속01,충전중,DC콤보,5144,선산보건소,36.244243405007,128.299954813534,2024-05-27 16:15:21
경상북도 구미시 신평동 188-2 민원동 우측 2면,급속,11623,급속02,충전가능,DC콤보,5146,구미경찰서,36.117792531295784,128.3650752091602,2024-05-27 16:10:53
경상북도 구미시 봉곡동 541-1 봉곡로4길 화진전자 건물 측1면,급속,11624,급속01,충전가능,DC콤보,5148,선주원남동행정복지센터,36.14249393243913,128.3103084638151,2024-05-27 16:15:44
경상북도 구미시 남통동 299 남통동 344-1 금오산도립공원 야영,급속,11625,급속01,충전가능,DC콤보,5149,금오산도립공원 야영주차장,36.1116260202731,128.315891154532,2024-05-27 16:16:17
경상북도 구미시 남통동 299 남통동 344-1 금오산도립공원 야영,급속,11626,급속02,충전가능,DC콤보,5149,금오산도립공원 야영주차장,36.1116260202731,128.315891154532,2024-05-27 16:16:01
경상북도 구미시 신평동 188-2 민원동 우측 2면,급속,11622,급속01,충전가능,DC콤보,5146,구미경찰서,36.117792531295784,128.3650752091602,2024-05-27 16:14:46
경상북도 청송군 주왕산면 주산지리 950 복지회관 앞,급속,11631,급속02,충전가능,DC콤보,5137,주왕산면 복지회관,36.35754,129.16173,2024-05-27 16:16:02
경상북도 청송군 주왕산면 주산지리 950 복지회관 앞,급속,11630,급속01,충전가능,DC콤보,5137,주왕산면 복지회관,36.35754,129.16173,2024-05-27 16:16:03
경상북도 청송군 진보면 광덕리 42 교정아파트 주차장,급속,11632,급속01,충전가능,DC콤보,5145,경북북부제1교도소,36.54872,129.05208,2024-05-27 16:17:29
경상남도 창원시 마산합포구 월영동 730 주창장 입구 우측,급속,11637,급속01,충전가능,DC콤보,5156,해양환경공단마산지사,35.1766039402808,128.568854051322,2024-05-27 16:16:32
경기도 수원시 권선구 서둔동 103-25 실외주차장,급속,11641,급속01,충전가능,DC콤보,5160,경기상상캠퍼스,37.266657283251384,126.98329478981506,2024-05-27 16:11:12
경기도 수원시 권선구 서둔동 103-25 실외주차장,급속,11642,급속02,충전가능,DC콤보,5160,경기상상캠퍼스,37.266657283251384,126.98329478981506,2024-05-27 16:15:57
서울특별시 양천구 신정동 321-4 지하 1층,급속,11649,급속01,충전가능,DC콤보,5164,양천구청 지하주차장,37.517105,126.866302,2024-05-27 16:16:32
전라남도 장성군 진원면 선적리 128 전라남도 장성군 진원면 노사로 495,급속,11671,급속01,충전가능,DC콤보,5190,진원면 행정복지센터,35.2731362026106,126.833267293038,2024-05-27 16:16:06
대구광역시 달성군 하빈면 하빈로 202 지상주차장,급속,11200,급속01,충전가능,DC콤보,4856,대구교도소,35.89100895982518,128.42475082948266,2024-05-27 16:11:26
대구광역시 달성군 하빈면 하빈로 202 지상주차장,급속,11201,급속02,통신장애,DC콤보,4856,대구교도소,35.89100895982518,128.42475082948266,2024-05-26 07:56:15
대구광역시 달성군 하빈면 하빈로 202 지상주차장,급속,11202,급속03,충전가능,DC콤보,4856,대구교도소,35.89100895982518,128.42475082948266,2024-05-27 16:11:15
대구광역시 중구 태평로3가 174-1 뒷쪽 지상주차장,급속,11213,급속01,충전가능,DC콤보,4863,중구보건소,35.8778796988386,128.583318659042,2024-05-27 16:14:37
경상북도 경주시 용강동 873-6 농업기술센터 뒷편 주차장,급속,11184,급속02,충전가능,DC콤보,4844,경주시 농업기술센터,35.8674904133914,129.225450791517,2024-05-27 16:15:46
경상북도 경주시 용강동 873-6 농업기술센터 뒷편 주차장,급속,11183,급속01,충전가능,DC콤보,4844,경주시 농업기술센터,35.8674904133914,129.225450791517,2024-05-27 16:10:57
서울특별시 영등포구 당산동4가 93-6 지하 3층,급속,11746,급속02,충전가능,DC콤보,5238,서울영등포우체국,37.52962614522757,126.89495656381382,2024-05-27 16:16:58
충청북도 청주시 청원구 오창읍 각리 641-15 주차장,급속,11742,급속01,충전가능,DC콤보,5027,오창 노외주차장,36.7059819784793,127.4343072535,2024-05-27 16:17:09
충청북도 청주시 상당구 월오동 181 주차장,급속,11743,급속01,충전가능,DC콤보,5030,충북소방본부 재난체험관,36.6199701761961,127.545581724355,2024-05-27 16:16:16
충청북도 청주시 상당구 월오동 181 주차장,급속,11744,급속02,충전가능,DC콤보,5030,충북소방본부 재난체험관,36.6199701761961,127.545581724355,2024-05-27 16:15:05
대구광역시 달성군 유가읍 용리 31-2 호텔아젤리아 지상 주차장,급속,11819,급속02,충전가능,DC콤보,5260,비슬산 유스호스텔,35.69216038354516,128.5059466703029,2024-05-27 16:16:03
대구광역시 달성군 유가읍 용리 31-2 호텔아젤리아 지상 주차장,급속,11818,급속01,충전가능,DC콤보,5260,비슬산 유스호스텔,35.69216038354516,128.5059466703029,2024-05-27 16:16:06
강원도 강릉시 대전동 898-2 강원테크노파크 후문주차장,급속,11820,급속01,충전가능,DC콤보,5230,강원테크노파크,37.8039413968587,128.8570499994247,2024-05-27 16:16:29
부산광역시 사상구 덕포동 89 주차장 진입후 우측 주차면,완속,1110,완속03,충전가능,BC타입(5핀),5261,북부산지사(공용),35.168981,128.989701,2024-05-27 16:16:55
부산광역시 사상구 덕포동 89 주차장 진입후 우측 주차면,급속,446,급속01,통신장애,DC차데모+DC콤보+AC3상,5261,북부산지사(공용),35.168981,128.989701,2024-05-27 11:36:13
부산광역시 사상구 덕포동 89 주차장 진입후 우측 주차면,급속,11272,급속02,충전가능,DC콤보,5261,북부산지사(공용),35.168981,128.989701,2024-05-27 16:11:01
경상북도 예천군 은풍면 송월리 471 한국수력원자력 발전소 홍보관 주차장,급속,11845,급속02,충전가능,DC콤보,5249,예천양수발전소,36.75219303687171,128.42725536048172,2024-05-27 16:16:15
경상북도 예천군 은풍면 송월리 471 한국수력원자력 발전소 홍보관 주차장,급속,11844,급속01,충전가능,DC콤보,5249,예천양수발전소,36.75219303687171,128.42725536048172,2024-05-27 16:16:09
경상북도 예천군 은풍면 우곡리 140-1 은풍면행정복지센터 주차장,급속,11851,급속01,충전가능,DC콤보,5247,은풍면행정복지센터,36.74480743076775,128.4430730912216,2024-05-27 16:15:52
경상북도 경주시 하동 201-14 민속공예촌 제 1주차장 화장실 옆,급속,11185,급속01,충전가능,DC콤보,4845,민속공예촌 제1주차장,35.804491672828924,129.31063333349286,2024-05-27 16:15:45
경상북도 포항시 남구 냉천로580번길 포은체육관 주차장 우측편,급속,11227,급속01,충전가능,DC콤보,4876,포은체육관,35.94627547512749,129.39993760509705,2024-05-27 16:11:24
경상북도 포항시 남구 신창길 9 충효관 주차장,급속,11229,급속01,고장/점검,DC콤보,4877,장기면 충효관,35.896385687767506,129.4952298583837,2022-12-14 16:12:46
경상북도 포항시 남구 지곡로 127번길 30 포항공대체육관 주차장,급속,11232,급속01,충전가능,DC콤보,4879,포항공대체육관,36.019217658825276,129.32425307967267,2024-05-27 16:11:16
경상북도 포항시 남구 지곡로 127번길 30 포항공대체육관 주차장,급속,11233,급속02,충전가능,DC콤보,4879,포항공대체육관,36.019217658825276,129.32425307967267,2024-05-27 16:11:18
경상북도 포항시 남구 냉천로580번길 포은체육관 주차장 우측편,급속,11228,급속02,충전가능,DC콤보,4876,포은체육관,35.94627547512749,129.39993760509705,2024-05-27 16:11:21
경상북도 포항시 북구 우현동 0 포항문구센터 주차장,급속,11234,급속01,충전가능,DC콤보,4880,포항문구센터,36.057765355991,129.368000276872,2024-05-27 16:11:24
경상북도 경주시 신평동 235-5 농협경주교육원 주차장 보문정 맞은편,급속,11875,급속02,충전가능,DC콤보,5288,농협경주교육원,35.84247300255342,129.28942011219536,2024-05-27 16:16:16
경상북도 경주시 신평동 235-5 농협경주교육원 주차장 보문정 맞은편,급속,11874,급속01,충전가능,DC콤보,5288,농협경주교육원,35.84247300255342,129.28942011219536,2024-05-27 16:16:21
강원도 동해시 구호동 247 주차장,급속,11893,급속02,충전가능,DC콤보,5239,구호동 자유무역지역관리원,37.4808418834192,129.153095048545,2024-05-27 16:10:54
강원도 동해시 부곡동 134-1 주차장,급속,11894,급속01,충전중,DC콤보,5240,부곡동 행정복지센터,37.535972160647,129.106471996088,2024-05-27 16:15:00
강원도 동해시 지흥동 263 주차장,급속,11891,급속01,충전가능,DC콤보,5241,지흥동 동해전력지사,37.5103572128414,129.099800846307,2024-05-27 16:16:11
강원도 동해시 구호동 247 주차장,급속,11892,급속01,충전가능,DC콤보,5239,구호동 자유무역지역관리원,37.4808418834192,129.153095048545,2024-05-27 16:16:02
경상남도 함안군 가야읍 신음리 827-1 주차장,급속,11905,급속01,충전가능,DC콤보,5316,승마공원,35.25019395064548,128.39244962156025,2024-05-27 16:16:03
충청북도 음성군 소이면 대장리 145-3 지상주차장,급속,11933,급속01,충전가능,DC콤보,5329,소이면 행정복지센터,36.9234676184209,127.757527820301,2024-05-27 16:10:51
충청북도 충주시 살미면 신당리 15 주차장,급속,11931,급속01,통신장애,DC콤보,5330,월악산 선착장,36.9134513879037,128.067775416035,2024-05-27 04:01:15
충청북도 진천군 진천읍 읍내리 444 진천지사 하부 주차장 진입로 우측,급속,11934,급속03,충전가능,DC콤보,155,진천지사,36.853979,127.435513,2024-05-27 16:10:54
충청북도 진천군 진천읍 읍내리 444 진천지사 하부 주차장 진입로 우측,급속,11935,급속04,충전가능,DC콤보,155,진천지사,36.853979,127.435513,2024-05-27 16:10:59
충청북도 충주시 살미면 신당리 15 주차장,급속,11932,급속02,충전가능,DC콤보,5330,월악산 선착장,36.9134513879037,128.067775416035,2024-05-27 16:11:14
서울특별시 강동구 상일동 477 지하주차장,급속,11970,급속01,충전가능,DC콤보,5353,강동아트센터(강동문화재단),37.5511830,127.1573277,2024-05-27 16:11:46
전라남도 여수시 학동 96-4 1층 주차장 좌측,급속,11972,급속01,통신장애,DC콤보,5356,학동 등기소 공영주차장,34.75954272329939,127.6655934131911,2024-05-27 00:25:01
전라남도 여수시 학동 180 1층 주차장 입구 좌측,급속,11973,급속01,충전가능,DC콤보,5355,학동 수자원공사 공영주차장,34.757289399403454,127.66473707340475,2024-05-27 16:10:55
강원도 인제군 북면 원통리 658-3 주차장,급속,12035,급속02,충전가능,DC콤보,5383,북면 행정복지센터,38.1249943813027,128.20469388262748,2024-05-27 16:10:55
강원도 인제군 북면 원통리 626 주차장,급속,12036,급속01,충전가능,DC콤보,5381,원통 생활체육공원,38.124071,128.196138,2024-05-27 16:10:55
강원도 인제군 인제읍 귀둔리 644-6 주차장,급속,12037,급속01,충전가능,DC콤보,5382,귀둔출장소,38.0164199584865,128.366112769515,2024-05-27 16:11:12
